"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","CLINCH","065","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","60",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","COFFEE","069","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,060",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","COLQUITT","071","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","19,900",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","COOK","075","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,290",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","CRISP","081","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","DOOLY","093","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","19,200",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","ECHOLS","101","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","60",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","IRWIN","155","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","8,950",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","JEFF DAVIS","161","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,410",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","LANIER","173","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","530",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","LOWNDES","185","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,280",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","TELFAIR","271","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,990",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","TIFT","277","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,230",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","TURNER","287","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","8,300",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","WILCOX","315","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,450",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTH CENTRAL","80","WORTH","321","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","18,800",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","APPLING","001","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,750",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BACON","005","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,820",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","BRYAN","029","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","EVANS","109","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,560",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","LONG","183","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","150",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","60",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","PIERCE","229","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","970",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","TATTNALL","267","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,210",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","TOOMBS","279","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","7,390",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","WARE","299","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","350",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHEAST","90","WAYNE","305","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,700",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","BAKER","007","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,710",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","CALHOUN","037","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,010",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","CLAY","061","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,640",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","DECATUR","087","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","DOUGHERTY","095","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,710",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","EARLY","099","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,800",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","GRADY","131","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,480",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","LEE","177","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,590",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","MILLER","201","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,590",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","MITCHELL","205","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,040",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","QUITMAN","239","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","640",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","RANDOLPH","243","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,830",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","SEMINOLE","253","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","STEWART","259","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,880",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","SUMTER","261","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,700",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","TERRELL","273","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,500",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","THOMAS","275","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,740",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","SOUTHWEST","70","WEBSTER","307","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,140",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","CARROLL","045","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,250",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","CLAYTON","063","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","280",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","COWETA","077","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,920",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","DOUGLAS","097","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","FAYETTE","113","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,140",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","HARALSON","143","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","170",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","HARRIS","145","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","970",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","HEARD","149","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","590",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","HENRY","151","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,500",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","LAMAR","171","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,570",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","MACON","193","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,400",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","MARION","197","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,640",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","MERIWETHER","199","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","7,700",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","70",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","PIKE","231","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,740",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","SCHLEY","249","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,760",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","SPALDING","255","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,040",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","TALBOT","263","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","780",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","TAYLOR","269","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,700",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","TROUP","285","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,130",""
"SURVEY","1963","YEAR","","COUNTY","GEORGIA","13","WEST CENTRAL","40","UPSON","293","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","410",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","BALDWIN","009","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,360",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","BIBB","021","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","560",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","BLECKLEY","023","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,320",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","BUTTS","035","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,920",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","CRAWFORD","079","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,390",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","DODGE","091","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,790",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","GREENE","133","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,350",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","HANCOCK","141","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","7,420",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","HOUSTON","153","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,430",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","JASPER","159","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,780",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","JOHNSON","167","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","14,410",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","JONES","169","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","200",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","LAURENS","175","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","24,460",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","MONROE","207","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","530",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","MONTGOMERY","209","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,340",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","MORGAN","211","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,060",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","NEWTON","217","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,670",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","PEACH","225","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,930",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","PULASKI","235","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","8,030",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","PUTNAM","237","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","640",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","ROCKDALE","247","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,170",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","TALIAFERRO","265","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","720",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","TREUTLEN","283","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,520",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","TWIGGS","289","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,120",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","WASHINGTON","303","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","15,750",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","WHEELER","309","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,250",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","CENTRAL","50","WILKINSON","319","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,510",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","BULLOCH","031","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","16,460",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","BURKE","033","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","37,380",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","CANDLER","043","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,840",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","COLUMBIA","073","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,330",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","EFFINGHAM","103","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,460",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","EMANUEL","107","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","15,300",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","GLASCOCK","125","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,950",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","JEFFERSON","163","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","20,090",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","JENKINS","165","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,760",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","MCDUFFIE","189","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,010",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","RICHMOND","245","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,810",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","SCREVEN","251","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","14,990",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","EAST CENTRAL","60","WARREN","301","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,940",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","BARROW","013","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,830",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","CHEROKEE","057","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","250",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","CLARKE","059","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","970",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","COBB","067","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","80",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","DE KALB","089","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","120",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","FORSYTH","117","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","310",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","FULTON","121","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","400",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","GWINNETT","135","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,150",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","HALL","139","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","620",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","JACKSON","157","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,480",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","OCONEE","219","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,480",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","OTHER (COMBINED) COUNTIES","","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","20",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","PICKENS","227","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","110",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","WALTON","297","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,440",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTH CENTRAL","20","WHITE","311","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","130",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","BANKS","011","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,130",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","ELBERT","105","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,530",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","FRANKLIN","119","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,030",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","HABERSHAM","137","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","60",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","HART","147","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","7,620",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","LINCOLN","181","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","940",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","MADISON","195","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,520",""
"SURVEY","1962","YEAR","","COUNTY","GEORGIA","13","NORTHEAST","30","OGLETHORPE","221","","","00000000","","COTTON","COTTON, UPLAND - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,790",""
